    CELLID   PRES       TEMPC    ZMF$1        ZMF$2        ZMF$3        ZMF$4      PHST SLIQ      SGAS       DLIQ       DGAS      VISLIQ     VISGAS     XMF$1        XMF$2        XMF$3        XMF$4        YMF$1        YMF$2        YMF$3        YMF$4
      2916   158.5123    93.000  0.003017913  0.990943314  0.001939124  0.004099649  1  1.000000  0.000000   443.8105        NaN  6.203E-02        NaN  0.003017913  0.990943314  0.001939124  0.004099649          NaN          NaN          NaN          NaN
      2917   153.1991    93.000  0.000032848  0.712600172  0.213341557  0.074025422  1  1.000000  0.000000   559.7012        NaN  1.129E-01        NaN  0.000032848  0.712600172  0.213341557  0.074025422          NaN          NaN          NaN          NaN
      2918   112.7809    93.000  0.012022265  0.895863065  0.091894046  0.000220624  1  1.000000  0.000000   437.8986        NaN  5.931E-02        NaN  0.012022265  0.895863065  0.091894046  0.000220624          NaN          NaN          NaN          NaN
      2919   120.2623    93.000  0.263804858  0.732215102  0.003852886  0.000127153  1  1.000000  0.000000   303.8306        NaN  3.452E-02        NaN  0.263804858  0.732215102  0.003852886  0.000127153          NaN          NaN          NaN          NaN
      2920   112.8890    93.000  0.005338881  0.306078705  0.000011222  0.688571192  1  1.000000  0.000000   770.8407        NaN  4.829E-01        NaN  0.005338881  0.306078705  0.000011222  0.688571192          NaN          NaN          NaN          NaN
      2921   146.4762    93.000  0.224368881  0.262126425  0.062200756  0.451303938  1  1.000000  0.000000   709.1543        NaN  3.091E-01        NaN  0.224368881  0.262126425  0.062200756  0.451303938          NaN          NaN          NaN          NaN
      2922   153.3962    93.000  0.000000237  0.995356084  0.004638663  0.000005016  1  1.000000  0.000000   437.2579        NaN  6.013E-02        NaN  0.000000237  0.995356084  0.004638663  0.000005016          NaN          NaN          NaN          NaN
      2923   145.1421    93.000  0.000155241  0.371096049  0.249678056  0.379070654  1  1.000000  0.000000   708.9367        NaN  3.072E-01        NaN  0.000155241  0.371096049  0.249678056  0.379070654          NaN          NaN          NaN          NaN
      2924   141.7891    93.000  0.275395630  0.504973189  0.219581100  0.000050081  1  1.000000  0.000000   415.4137        NaN  5.371E-02        NaN  0.275395630  0.504973189  0.219581100  0.000050081          NaN          NaN          NaN          NaN
      2925   129.3785    93.000  0.396557513  0.470924007  0.073542802  0.058975677  2  0.704122  0.295878   449.3795   205.2300  6.211E-02  2.323E-02  0.346056906  0.491143732  0.086291933  0.076507430  0.553640083  0.408030381  0.033886525  0.004443011
      2926   138.8642    93.000  0.000420764  0.005792421  0.353443628  0.640343187  1  1.000000  0.000000   771.3814        NaN  4.595E-01        NaN  0.000420764  0.005792421  0.353443628  0.640343187          NaN          NaN          NaN          NaN
      2927   157.8558    93.000  0.018977440  0.000002730  0.450175931  0.530843899  1  1.000000  0.000000   753.9328        NaN  4.099E-01        NaN  0.018977440  0.000002730  0.450175931  0.530843899          NaN          NaN          NaN          NaN
      2928   155.2881    93.000  0.995890690  0.000011402  0.002548347  0.001549561  2  0.001566  0.998434   732.0058    89.2749  3.661E-01  1.618E-02  0.408771679  0.000020274  0.025339715  0.565868332  0.996810200  0.000011388  0.002512653  0.000665759
      2929   154.7625    93.000  0.345208469  0.040306537  0.018802796  0.595682197  1  1.000000  0.000000   742.7242        NaN  3.978E-01        NaN  0.345208469  0.040306537  0.018802796  0.595682197          NaN          NaN          NaN          NaN
      2930   160.9830    93.000  0.329375265  0.000127334  0.011335323  0.659162077  1  1.000000  0.000000   758.7767        NaN  4.492E-01        NaN  0.329375265  0.000127334  0.011335323  0.659162077          NaN          NaN          NaN          NaN
      2931   133.9592    93.000  0.769578698  0.000008682  0.000000000  0.230412620  2  0.344758  0.655242   747.1636    75.9078  4.067E-01  1.548E-02  0.366684115  0.000011968  0.000000000  0.633303917  0.999515866  0.000006807  0.000000000  0.000477327
      2932   157.5871    93.000  0.197744835  0.149302424  0.652861125  0.000091616  1  1.000000  0.000000   541.2076        NaN  9.930E-02        NaN  0.197744835  0.149302424  0.652861125  0.000091616          NaN          NaN          NaN          NaN
      2933   151.3167    93.000  0.000150430  0.993882022  0.000137807  0.005829741  1  1.000000  0.000000   442.6728        NaN  6.156E-02        NaN  0.000150430  0.993882022  0.000137807  0.005829741          NaN          NaN          NaN          NaN
      2934   121.1836    93.000  0.000065041  0.996765773  0.003149887  0.000019299  1  1.000000  0.000000   416.7934        NaN  5.439E-02        NaN  0.000065041  0.996765773  0.003149887  0.000019299          NaN          NaN          NaN          NaN
      2935   112.8739    93.000  0.013158614  0.983413790  0.002830698  0.000596898  1  1.000000  0.000000   406.6249        NaN  5.194E-02        NaN  0.013158614  0.983413790  0.002830698  0.000596898          NaN          NaN          NaN          NaN
      2936   158.2173    93.000  0.539640666  0.456256498  0.000000002  0.004102835  1  1.000000  0.000000   231.3481        NaN  2.630E-02        NaN  0.539640666  0.456256498  0.000000002  0.004102835          NaN          NaN          NaN          NaN
      2937   158.0876    93.000  0.000167518  0.503868903  0.154572906  0.341390672  1  1.000000  0.000000   694.0276        NaN  2.797E-01        NaN  0.000167518  0.503868903  0.154572906  0.341390672          NaN          NaN          NaN          NaN
      2938   161.0515    93.000  0.882209206  0.033914408  0.082703513  0.001172874  2  0.007589  0.992411   492.9907   142.3053  7.626E-02  1.868E-02  0.490141631  0.050897960  0.398538471  0.060421938  0.886309200  0.033736804  0.079400711  0.000553285
      2939   156.0098    93.000  0.071413170  0.069430142  0.012289572  0.846867116  1  1.000000  0.000000   799.3094        NaN  5.844E-01        NaN  0.071413170  0.069430142  0.012289572  0.846867116          NaN          NaN          NaN          NaN
      2940   147.1922    93.000  0.000123518  0.027888658  0.941019183  0.030968642  1  1.000000  0.000000   617.2468        NaN  1.556E-01        NaN  0.000123518  0.027888658  0.941019183  0.030968642          NaN          NaN          NaN          NaN
      2941   138.1508    93.000  0.615662454  0.000000214  0.012953624  0.371383707  2  0.596836  0.403164   740.9551    79.0538  3.884E-01  1.562E-02  0.375584689  0.000000257  0.019947191  0.604467863  0.997665949  0.000000146  0.001825701  0.000508204
      2942   117.1904    93.000  0.451584235  0.302498182  0.239285765  0.006631818  2  0.776379  0.223621   381.4683   156.1164  4.617E-02  1.884E-02  0.410080633  0.313838995  0.268261384  0.007818989  0.675912876  0.241200633  0.082671378  0.000215114
      2943   150.1244    93.000  0.000006563  0.258337330  0.741641785  0.000014322  1  1.000000  0.000000   580.1138        NaN  1.254E-01        NaN  0.000006563  0.258337330  0.741641785  0.000014322          NaN          NaN          NaN          NaN
      2944   134.4758    93.000  0.313532613  0.000000000  0.678891622  0.007575765  1  1.000000  0.000000   525.4303        NaN  8.938E-02        NaN  0.313532613  0.000000000  0.678891622  0.007575765          NaN          NaN          NaN          NaN
      2945   149.5418    93.000  0.250401151  0.742008854  0.004722905  0.002867090  1  1.000000  0.000000   348.9819        NaN  4.151E-02        NaN  0.250401151  0.742008854  0.004722905  0.002867090          NaN          NaN          NaN          NaN
      2946   117.2731    93.000  0.094129348  0.036881148  0.045732812  0.823256692  1  1.000000  0.000000   791.5319        NaN  5.409E-01        NaN  0.094129348  0.036881148  0.045732812  0.823256692          NaN          NaN          NaN          NaN
      2947   128.0565    93.000  0.000038731  0.085478542  0.902201634  0.012281093  1  1.000000  0.000000   600.4416        NaN  1.393E-01        NaN  0.000038731  0.085478542  0.902201634  0.012281093          NaN          NaN          NaN          NaN
      2948   120.1867    93.000  0.000002475  0.929765245  0.001231388  0.069000892  1  1.000000  0.000000   502.9512        NaN  8.133E-02        NaN  0.000002475  0.929765245  0.001231388  0.069000892          NaN          NaN          NaN          NaN
      2949   124.5467    93.000  0.517447665  0.001802657  0.394971747  0.085777931  2  0.666235  0.333765   561.0523    94.1375  1.088E-01  1.570E-02  0.389961759  0.001977096  0.496361359  0.111699786  0.938332651  0.001226761  0.060241684  0.000198905
      2950   161.1238    93.000  0.275156229  0.281662628  0.441920972  0.001260171  1  1.000000  0.000000   488.5042        NaN  7.525E-02        NaN  0.275156229  0.281662628  0.441920972  0.001260171          NaN          NaN          NaN          NaN
      2951   125.0023    93.000  0.888619014  0.077447331  0.000002173  0.033931482  2  0.051150  0.948850   724.5890    82.8650  3.429E-01  1.544E-02  0.332332008  0.122374872  0.000013870  0.545279250  0.924928913  0.074514826  0.000001409  0.000554851
      2952   158.4401    93.000  0.000738209  0.155134234  0.489067695  0.355059862  1  1.000000  0.000000   713.5835        NaN  3.113E-01        NaN  0.000738209  0.155134234  0.489067695  0.355059862          NaN          NaN          NaN          NaN
      2953   118.5388    93.000  0.205612659  0.000015961  0.000147627  0.794223753  1  1.000000  0.000000   783.1921        NaN  5.187E-01        NaN  0.205612659  0.000015961  0.000147627  0.794223753          NaN          NaN          NaN          NaN
      2954   153.2406    93.000  0.723486829  0.127671394  0.023310743  0.125531033  2  0.296974  0.703026   674.8668   113.6316  2.386E-01  1.705E-02  0.385007035  0.171311704  0.056281692  0.387399570  0.884334641  0.106933234  0.007642733  0.001089393
      2955   126.6751    93.000  0.110366835  0.869028902  0.000008794  0.020595468  1  1.000000  0.000000   412.9868        NaN  5.344E-02        NaN  0.110366835  0.869028902  0.000008794  0.020595468          NaN          NaN          NaN          NaN
      2956   141.4777    93.000  0.001997715  0.293113025  0.000801632  0.704087628  1  1.000000  0.000000   777.2622        NaN  5.126E-01        NaN  0.001997715  0.293113025  0.000801632  0.704087628          NaN          NaN          NaN          NaN
      2957   147.3476    93.000  0.556394075  0.068043725  0.325219961  0.050342239  2  0.679665  0.320335   503.3505   130.3264  8.004E-02  1.774E-02  0.452595416  0.074265033  0.406674291  0.066465259  0.877761659  0.048782139  0.073031913  0.000424289
      2958   121.1861    93.000  0.126785934  0.000000000  0.128640660  0.744573406  1  1.000000  0.000000   779.6437        NaN  4.972E-01        NaN  0.126785934  0.000000000  0.128640660  0.744573406          NaN          NaN          NaN          NaN
      2959   124.5906    93.000  0.066768561  0.036544835  0.894622475  0.002064129  1  1.000000  0.000000   585.4901        NaN  1.264E-01        NaN  0.066768561  0.036544835  0.894622475  0.002064129          NaN          NaN          NaN          NaN
      2960   132.3775    93.000  0.450479327  0.548856419  0.000664253  0.000000001  1  1.000000  0.000000   227.4749        NaN  2.554E-02        NaN  0.450479327  0.548856419  0.000664253  0.000000001          NaN          NaN          NaN          NaN
      2961   138.9195    93.000  0.001956248  0.259067437  0.000039457  0.738936858  1  1.000000  0.000000   782.9227        NaN  5.304E-01        NaN  0.001956248  0.259067437  0.000039457  0.738936858          NaN          NaN          NaN          NaN
      2962   157.5347    93.000  0.104615848  0.000205491  0.895178593  0.000000069  1  1.000000  0.000000   586.5750        NaN  1.289E-01        NaN  0.104615848  0.000205491  0.895178593  0.000000069          NaN          NaN          NaN          NaN
      2963   139.2384    93.000  0.000035260  0.000089774  0.937672647  0.062202319  1  1.000000  0.000000   630.4147        NaN  1.685E-01        NaN  0.000035260  0.000089774  0.937672647  0.062202319          NaN          NaN          NaN          NaN
      2964   138.1484    93.000  0.068983294  0.192634519  0.473841267  0.264540921  1  1.000000  0.000000   675.8980        NaN  2.361E-01        NaN  0.068983294  0.192634519  0.473841267  0.264540921          NaN          NaN          NaN          NaN
      2965   142.6222    93.000  0.006093351  0.789134306  0.097710445  0.107061898  1  1.000000  0.000000   562.8357        NaN  1.145E-01        NaN  0.006093351  0.789134306  0.097710445  0.107061898          NaN          NaN          NaN          NaN
      2966   149.8143    93.000  0.313087463  0.512670028  0.000010042  0.174232467  1  1.000000  0.000000   549.8403        NaN  1.047E-01        NaN  0.313087463  0.512670028  0.000010042  0.174232467          NaN          NaN          NaN          NaN
      2967   124.0427    93.000  0.691498944  0.224481247  0.000000000  0.084019808  2  0.171125  0.828875   671.7711   106.6421  2.315E-01  1.620E-02  0.307751311  0.303518753  0.000000001  0.388729935  0.796118863  0.202933499  0.000000000  0.000947638
      2968   158.8203    93.000  0.000001905  0.968551574  0.025797093  0.005649428  1  1.000000  0.000000   454.0017        NaN  6.499E-02        NaN  0.000001905  0.968551574  0.025797093  0.005649428          NaN          NaN          NaN          NaN
      2969   153.6574    93.000  0.215537855  0.539656347  0.000173696  0.244632102  1  1.000000  0.000000   616.2547        NaN  1.598E-01        NaN  0.215537855  0.539656347  0.000173696  0.244632102          NaN          NaN          NaN          NaN
      2970   128.2335    93.000  0.026226520  0.226004678  0.636138967  0.111629835  1  1.000000  0.000000   623.8517        NaN  1.638E-01        NaN  0.026226520  0.226004678  0.636138967  0.111629835          NaN          NaN          NaN          NaN
      2971   160.5906    93.000  0.964562151  0.008051225  0.000241544  0.027145080  2  0.047864  0.952136   732.3419    92.8257  3.688E-01  1.638E-02  0.415865768  0.013821614  0.001677626  0.568634992  0.991307992  0.007769951  0.000171543  0.000750513
      2972   124.4121    93.000  0.622092849  0.007856427  0.147531827  0.222518897  2  0.491597  0.508403   685.7406    80.1400  2.518E-01  1.535E-02  0.354741060  0.009518056  0.242555028  0.393185856  0.970094944  0.005693545  0.023843585  0.000367926
      2973   147.1483    93.000  0.463391406  0.000155080  0.351185695  0.185267819  2  0.898354  0.101646   605.8899   105.4087  1.453E-01  1.656E-02  0.422261434  0.000159966  0.376740585  0.200838014  0.951563295  0.000097077  0.047874548  0.000465081
      2974   122.2236    93.000  0.008502578  0.935298281  0.017999329  0.038199811  1  1.000000  0.000000   471.4173        NaN  6.954E-02        NaN  0.008502578  0.935298281  0.017999329  0.038199811          NaN          NaN          NaN          NaN
      2975   130.7892    93.000  0.014451796  0.472822814  0.000001720  0.512723669  1  1.000000  0.000000   734.1784        NaN  3.759E-01        NaN  0.014451796  0.472822814  0.000001720  0.512723669          NaN          NaN          NaN          NaN
      2976   124.1352    93.000  0.001825241  0.975804562  0.000849119  0.021521078  1  1.000000  0.000000   448.2045        NaN  6.249E-02        NaN  0.001825241  0.975804562  0.000849119  0.021521078          NaN          NaN          NaN          NaN
      2977   161.1786    93.000  0.000078954  0.397987805  0.412235246  0.189697994  1  1.000000  0.000000   650.8971        NaN  2.026E-01        NaN  0.000078954  0.397987805  0.412235246  0.189697994          NaN          NaN          NaN          NaN
      2978   126.5472    93.000  0.317088276  0.253156838  0.000087392  0.429667494  1  1.000000  0.000000   687.8991        NaN  2.609E-01        NaN  0.317088276  0.253156838  0.000087392  0.429667494          NaN          NaN          NaN          NaN
      2979   146.0796    93.000  0.017462666  0.115312700  0.588081697  0.279142937  1  1.000000  0.000000   691.9970        NaN  2.631E-01        NaN  0.017462666  0.115312700  0.588081697  0.279142937          NaN          NaN          NaN          NaN
      2980   125.3603    93.000  0.001230592  0.094512936  0.225924668  0.678331805  1  1.000000  0.000000   774.4447        NaN  4.767E-01        NaN  0.001230592  0.094512936  0.225924668  0.678331805          NaN          NaN          NaN          NaN
      2981   116.5108    93.000  0.147695736  0.421870133  0.425274023  0.005160108  1  1.000000  0.000000   498.9223        NaN  7.841E-02        NaN  0.147695736  0.421870133  0.425274023  0.005160108          NaN          NaN          NaN          NaN
      2982   144.7660    93.000  0.045565689  0.000000546  0.013854101  0.940579664  1  1.000000  0.000000   811.0272        NaN  6.090E-01        NaN  0.045565689  0.000000546  0.013854101  0.940579664          NaN          NaN          NaN          NaN
      2983   143.5335    93.000  0.000001269  0.877071993  0.024447751  0.098478987  1  1.000000  0.000000   544.8848        NaN  1.033E-01        NaN  0.000001269  0.877071993  0.024447751  0.098478987          NaN          NaN          NaN          NaN
      2984   147.0325    93.000  0.330078951  0.238901338  0.431010162  0.000009549  1  1.000000  0.000000   466.0589        NaN  6.696E-02        NaN  0.330078951  0.238901338  0.431010162  0.000009549          NaN          NaN          NaN          NaN
      2985   130.4366    93.000  0.079485652  0.064403538  0.136321644  0.719789167  1  1.000000  0.000000   778.1871        NaN  4.964E-01        NaN  0.079485652  0.064403538  0.136321644  0.719789167          NaN          NaN          NaN          NaN
      2986   118.4122    93.000  0.725881345  0.267766664  0.001430450  0.004921541  2  0.008410  0.991590   642.8553   115.7766  1.877E-01  1.649E-02  0.287992426  0.379977054  0.008548657  0.323481863  0.731116097  0.266425242  0.001345356  0.001113305
      2987   147.7816    93.000  0.925046692  0.000265201  0.061611930  0.013076177  2  0.043277  0.956723   617.7351   104.0935  1.572E-01  1.652E-02  0.419725576  0.000423748  0.355069498  0.224781177  0.955088683  0.000255775  0.044165499  0.000490042
      2988   133.3729    93.000  0.278031988  0.685112429  0.036646813  0.000208770  1  1.000000  0.000000   331.0961        NaN  3.849E-02        NaN  0.278031988  0.685112429  0.036646813  0.000208770          NaN          NaN          NaN          NaN
      2989   156.0936    93.000  0.780482478  0.037684217  0.048415870  0.133417435  2  0.299193  0.700807   689.5851   101.7230  2.648E-01  1.660E-02  0.408395907  0.052309671  0.121765082  0.417529340  0.954197204  0.030856084  0.014171586  0.000775126
      2990   144.2599    93.000  0.169421175  0.002346969  0.784464776  0.043767081  1  1.000000  0.000000   589.4452        NaN  1.305E-01        NaN  0.169421175  0.002346969  0.784464776  0.043767081          NaN          NaN          NaN          NaN
      2991   161.2920    93.000  0.025909764  0.000077454  0.912649691  0.061363091  1  1.000000  0.000000   629.3041        NaN  1.692E-01        NaN  0.025909764  0.000077454  0.912649691  0.061363091          NaN          NaN          NaN          NaN
      2992   159.8125    93.000  0.089958421  0.725721339  0.184320236  0.000000004  1  1.000000  0.000000   467.1752        NaN  6.873E-02        NaN  0.089958421  0.725721339  0.184320236  0.000000004          NaN          NaN          NaN          NaN
      2993   155.2558    93.000  0.000017010  0.493496393  0.025291431  0.481195165  1  1.000000  0.000000   731.0689        NaN  3.714E-01        NaN  0.000017010  0.493496393  0.025291431  0.481195165          NaN          NaN          NaN          NaN
      2994   127.6376    93.000  0.000001884  0.000558970  0.000810892  0.998628254  1  1.000000  0.000000   817.0758        NaN  6.139E-01        NaN  0.000001884  0.000558970  0.000810892  0.998628254          NaN          NaN          NaN          NaN
      2995   132.3083    93.000  0.165444195  0.634660920  0.000740901  0.199153984  1  1.000000  0.000000   587.6170        NaN  1.316E-01        NaN  0.165444195  0.634660920  0.000740901  0.199153984          NaN          NaN          NaN          NaN
      2996   129.5943    93.000  0.000004406  0.000010711  0.854314249  0.145670635  1  1.000000  0.000000   658.0174        NaN  2.021E-01        NaN  0.000004406  0.000010711  0.854314249  0.145670635          NaN          NaN          NaN          NaN
      2997   132.6413    93.000  0.028122499  0.681511166  0.269864115  0.020502221  1  1.000000  0.000000   512.2583        NaN  8.546E-02        NaN  0.028122499  0.681511166  0.269864115  0.020502221          NaN          NaN          NaN          NaN
      2998   154.5286    93.000  0.508598436  0.156366377  0.335011231  0.000023955  1  1.000000  0.000000   389.1077        NaN  4.797E-02        NaN  0.508598436  0.156366377  0.335011231  0.000023955          NaN          NaN          NaN          NaN
      2999   118.0465    93.000  0.480626312  0.129505900  0.104270301  0.285597488  2  0.648759  0.351241   681.7607    86.7423  2.461E-01  1.538E-02  0.320899096  0.144279584  0.138738993  0.396082327  0.892809242  0.091381776  0.015322361  0.000486621
      3000   151.7861    93.000  0.258160539  0.000143340  0.000000203  0.741695918  1  1.000000  0.000000   776.3770        NaN  5.066E-01        NaN  0.258160539  0.000143340  0.000000203  0.741695918          NaN          NaN          NaN          NaN
      3001   156.9550    93.000  0.023569525  0.588914766  0.002506445  0.385009264  1  1.000000  0.000000   699.3923        NaN  2.936E-01        NaN  0.023569525  0.588914766  0.002506445  0.385009264          NaN          NaN          NaN          NaN
      3002   130.6824    93.000  0.000004062  0.011634619  0.063401722  0.924959597  1  1.000000  0.000000   809.0966        NaN  5.897E-01        NaN  0.000004062  0.011634619  0.063401722  0.924959597          NaN          NaN          NaN          NaN
      3003   145.8866    93.000  0.051181585  0.899638198  0.002673277  0.046506940  1  1.000000  0.000000   477.7795        NaN  7.223E-02        NaN  0.051181585  0.899638198  0.002673277  0.046506940          NaN          NaN          NaN          NaN
      3004   129.9098    93.000  0.000000140  0.466736232  0.532640575  0.000623053  1  1.000000  0.000000   546.8675        NaN  1.030E-01        NaN  0.000000140  0.466736232  0.532640575  0.000623053          NaN          NaN          NaN          NaN
      3005   155.9153    93.000  0.831108592  0.033181932  0.095642755  0.040066721  2  0.156003  0.843997   603.8072   117.0026  1.442E-01  1.723E-02  0.431173247  0.047929480  0.313126567  0.207770706  0.925004567  0.029719534  0.044582366  0.000693534
      3006   155.1738    93.000  0.927029458  0.000020582  0.072766983  0.000182977  1  0.000000  1.000000        NaN   124.1680        NaN  1.755E-02          NaN          NaN          NaN          NaN  0.927029458  0.000020582  0.072766983  0.000182977
      3007   144.7595    93.000  0.433520001  0.235103926  0.000018651  0.331357422  2  0.816850  0.183150   674.7922   115.5968  2.385E-01  1.699E-02  0.355600075  0.249400387  0.000021651  0.394977887  0.837870896  0.160915109  0.000003086  0.001210909
      3008   149.1599    93.000  0.729207701  0.270541631  0.000000431  0.000250237  1  0.000000  1.000000        NaN   146.1552        NaN  1.879E-02          NaN          NaN          NaN          NaN  0.729207701  0.270541631  0.000000431  0.000250237
      3009   158.8190    93.000  0.496038526  0.000176896  0.487693701  0.016090877  1  1.000000  0.000000   464.1665        NaN  6.612E-02        NaN  0.496038526  0.000176896  0.487693701  0.016090877          NaN          NaN          NaN          NaN
      3010   115.7963    93.000  0.020465212  0.804159229  0.162314988  0.013060571  1  1.000000  0.000000   473.9787        NaN  7.005E-02        NaN  0.020465212  0.804159229  0.162314988  0.013060571          NaN          NaN          NaN          NaN
      3011   121.7010    93.000  0.482876813  0.000230519  0.462164560  0.054728108  2  0.748114  0.251886   529.5046    94.8049  9.081E-02  1.566E-02  0.396359996  0.000245371  0.538149218  0.065245415  0.932027400  0.000153414  0.067691500  0.000127685
      3012   150.5844    93.000  0.008696288  0.218382627  0.000003987  0.772917098  1  1.000000  0.000000   789.4605        NaN  5.555E-01        NaN  0.008696288  0.218382627  0.000003987  0.772917098          NaN          NaN          NaN          NaN
      3013   128.4047    93.000  0.002475466  0.066573146  0.683446116  0.247505272  1  1.000000  0.000000   684.6289        NaN  2.455E-01        NaN  0.002475466  0.066573146  0.683446116  0.247505272          NaN          NaN          NaN          NaN
      3014   134.9748    93.000  0.012374318  0.449181680  0.000001591  0.538442410  1  1.000000  0.000000   741.4392        NaN  3.975E-01        NaN  0.012374318  0.449181680  0.000001591  0.538442410          NaN          NaN          NaN          NaN
      3015   160.0117    93.000  0.531255048  0.464183836  0.004561116  0.000000000  1  1.000000  0.000000   230.5407        NaN  2.624E-02        NaN  0.531255048  0.464183836  0.004561116  0.000000000          NaN          NaN          NaN          NaN
      3016   142.8076    93.000  0.971800456  0.018535034  0.008808680  0.000855830  2  0.000486  0.999514   714.5719    88.1438  3.179E-01  1.592E-02  0.383015399  0.031880465  0.086086893  0.499017243  0.972119550  0.018527802  0.008766799  0.000585850
      3017   136.6213    93.000  0.350550530  0.063959625  0.585484778  0.000005066  1  1.000000  0.000000   493.8249        NaN  7.595E-02        NaN  0.350550530  0.063959625  0.585484778  0.000005066          NaN          NaN          NaN          NaN
      3018   137.3274    93.000  0.264924799  0.064094426  0.670936175  0.000044600  1  1.000000  0.000000   527.1350        NaN  9.061E-02        NaN  0.264924799  0.064094426  0.670936175  0.000044600          NaN          NaN          NaN          NaN
      3019   151.7389    93.000  0.033227511  0.456754954  0.051323041  0.458694494  1  1.000000  0.000000   723.4064        NaN  3.487E-01        NaN  0.033227511  0.456754954  0.051323041  0.458694494          NaN          NaN          NaN          NaN
      3020   121.2194    93.000  0.004959754  0.989348384  0.000000617  0.005691246  1  1.000000  0.000000   422.6193        NaN  5.575E-02        NaN  0.004959754  0.989348384  0.000000617  0.005691246          NaN          NaN          NaN          NaN
      3021   119.3827    93.000  0.483545126  0.093659550  0.147056452  0.275738873  2  0.667372  0.332628   675.7479    85.3244  2.348E-01  1.537E-02  0.331229743  0.103838844  0.191776380  0.373155034  0.913998451  0.064892193  0.020674985  0.000434371
      3022   125.9006    93.000  0.001986312  0.017810076  0.863803149  0.116400463  1  1.000000  0.000000   646.0921        NaN  1.863E-01        NaN  0.001986312  0.017810076  0.863803149  0.116400463          NaN          NaN          NaN          NaN
      3023   145.3423    93.000  0.070871881  0.038894727  0.856167996  0.034065396  1  1.000000  0.000000   603.1816        NaN  1.425E-01        NaN  0.070871881  0.038894727  0.856167996  0.034065396          NaN          NaN          NaN          NaN
      3024   115.0552    93.000  0.012228141  0.906477290  0.081294567  0.000000002  1  1.000000  0.000000   435.5273        NaN  5.875E-02        NaN  0.012228141  0.906477290  0.081294567  0.000000002          NaN          NaN          NaN          NaN
      3025   127.1475    93.000  0.043582130  0.380129009  0.000000550  0.576288310  1  1.000000  0.000000   747.8817        NaN  4.141E-01        NaN  0.043582130  0.380129009  0.000000550  0.576288310          NaN          NaN          NaN          NaN
      3026   129.1321    93.000  0.044198951  0.921848290  0.030304346  0.003648413  1  1.000000  0.000000   422.3342        NaN  5.573E-02        NaN  0.044198951  0.921848290  0.030304346  0.003648413          NaN          NaN          NaN          NaN
      3027   121.0780    93.000  0.245017204  0.001097677  0.714021296  0.039863823  1  1.000000  0.000000   562.4333        NaN  1.096E-01        NaN  0.245017204  0.001097677  0.714021296  0.039863823          NaN          NaN          NaN          NaN
      3028   156.4736    93.000  0.001262609  0.000014319  0.007944199  0.990778874  1  1.000000  0.000000   818.7704        NaN  6.307E-01        NaN  0.001262609  0.000014319  0.007944199  0.990778874          NaN          NaN          NaN          NaN
      3029   158.1959    93.000  0.042830536  0.556189596  0.000421151  0.400558717  1  1.000000  0.000000   703.4965        NaN  3.026E-01        NaN  0.042830536  0.556189596  0.000421151  0.400558717          NaN          NaN          NaN          NaN
      3030   119.5772    93.000  0.000288723  0.848082651  0.150363263  0.001265362  1  1.000000  0.000000   464.0558        NaN  6.700E-02        NaN  0.000288723  0.848082651  0.150363263  0.001265362          NaN          NaN          NaN          NaN
      3031   152.3555    93.000  0.062134514  0.000002437  0.000001584  0.937861465  1  1.000000  0.000000   810.9627        NaN  6.149E-01        NaN  0.062134514  0.000002437  0.000001584  0.937861465          NaN          NaN          NaN          NaN
      3032   152.6736    93.000  0.246586873  0.610392611  0.141525957  0.001494559  1  1.000000  0.000000   406.3705        NaN  5.204E-02        NaN  0.246586873  0.610392611  0.141525957  0.001494559          NaN          NaN          NaN          NaN
      3033   117.0886    93.000  0.254440585  0.043152970  0.109642539  0.592763906  1  1.000000  0.000000   743.5574        NaN  3.891E-01        NaN  0.254440585  0.043152970  0.109642539  0.592763906          NaN          NaN          NaN          NaN
      3034   145.7863    93.000  0.965547491  0.000001682  0.034450796  0.000000031  1  0.000000  1.000000        NaN    97.3279        NaN  1.624E-02          NaN          NaN          NaN          NaN  0.965547491  0.000001682  0.034450796  0.000000031
      3035   121.7982    93.000  0.000004004  0.014585852  0.964792224  0.020617920  1  1.000000  0.000000   609.6758        NaN  1.464E-01        NaN  0.000004004  0.014585852  0.964792224  0.020617920          NaN          NaN          NaN          NaN
      3036   152.7832    93.000  0.342589780  0.262886858  0.000030389  0.394492973  1  1.000000  0.000000   677.3958        NaN  2.443E-01        NaN  0.342589780  0.262886858  0.000030389  0.394492973          NaN          NaN          NaN          NaN
      3037   158.5448    93.000  0.089295029  0.716525899  0.129004808  0.065174264  1  1.000000  0.000000   522.7952        NaN  9.126E-02        NaN  0.089295029  0.716525899  0.129004808  0.065174264          NaN          NaN          NaN          NaN
      3038   118.4987    93.000  0.079251575  0.002142190  0.403292269  0.515313966  1  1.000000  0.000000   742.1719        NaN  3.730E-01        NaN  0.079251575  0.002142190  0.403292269  0.515313966          NaN          NaN          NaN          NaN
      3039   141.8136    93.000  0.128994298  0.000004153  0.871001549  0.000000000  1  1.000000  0.000000   577.5185        NaN  1.211E-01        NaN  0.128994298  0.000004153  0.871001549  0.000000000          NaN          NaN          NaN          NaN
