    CELLID   PRES       TEMPC    ZMF$1        ZMF$2        ZMF$3        ZMF$4      PHST SLIQ      SGAS       DLIQ       DGAS      VISLIQ     VISGAS     XMF$1        XMF$2        XMF$3        XMF$4        YMF$1        YMF$2        YMF$3        YMF$4
      2672   115.9442    79.382  0.890292920  0.072128789  0.037402332  0.000175960  1  0.000000  1.000000        NaN    96.4647        NaN  1.541E-02          NaN          NaN          NaN          NaN  0.890292920  0.072128789  0.037402332  0.000175960
      2673   151.2344    84.658  0.000320192  0.945849299  0.000034529  0.053795980  1  1.000000  0.000000   511.5972        NaN  8.710E-02        NaN  0.000320192  0.945849299  0.000034529  0.053795980          NaN          NaN          NaN          NaN
      2674   114.8811    70.400  0.006306363  0.000022795  0.413342270  0.580328572  1  1.000000  0.000000   770.2380        NaN  4.741E-01        NaN  0.006306363  0.000022795  0.413342270  0.580328572          NaN          NaN          NaN          NaN
      2675   113.8411    92.598  0.042100992  0.121862612  0.832174881  0.003861515  1  1.000000  0.000000   580.3460        NaN  1.226E-01        NaN  0.042100992  0.121862612  0.832174881  0.003861515          NaN          NaN          NaN          NaN
      2676   132.2269    72.967  0.325727898  0.316680834  0.357474046  0.000117222  1  1.000000  0.000000   470.0002        NaN  6.926E-02        NaN  0.325727898  0.316680834  0.357474046  0.000117222          NaN          NaN          NaN          NaN
      2677   134.6901   107.787  0.605488489  0.285808761  0.030338203  0.078364547  2  0.229961  0.770039   605.0998   130.5145  1.427E-01  1.777E-02  0.316703235  0.345500028  0.069431479  0.268365257  0.721306579  0.261869421  0.014659741  0.002164260
      2678   161.2597   109.266  0.312335347  0.025678818  0.658581603  0.003404232  1  1.000000  0.000000   508.6337        NaN  8.119E-02        NaN  0.312335347  0.025678818  0.658581603  0.003404232          NaN          NaN          NaN          NaN
      2679   157.8879   109.234  0.212474722  0.363529562  0.110785027  0.313210689  1  1.000000  0.000000   649.4140        NaN  1.948E-01        NaN  0.212474722  0.363529562  0.110785027  0.313210689          NaN          NaN          NaN          NaN
      2680   122.3793   100.798  0.000487049  0.000001938  0.922908459  0.076602554  1  1.000000  0.000000   626.7929        NaN  1.609E-01        NaN  0.000487049  0.000001938  0.922908459  0.076602554          NaN          NaN          NaN          NaN
      2681   129.5970    96.725  0.490749295  0.498591789  0.010645859  0.000013058  1  1.000000  0.000000   204.3054        NaN  2.321E-02        NaN  0.490749295  0.498591789  0.010645859  0.000013058          NaN          NaN          NaN          NaN
      2682   138.7134    95.778  0.091665347  0.000003584  0.908197151  0.000133917  1  1.000000  0.000000   583.4423        NaN  1.247E-01        NaN  0.091665347  0.000003584  0.908197151  0.000133917          NaN          NaN          NaN          NaN
      2683   126.1313   104.581  0.000000021  0.050894047  0.000000230  0.949105701  1  1.000000  0.000000   806.0982        NaN  5.678E-01        NaN  0.000000021  0.050894047  0.000000230  0.949105701          NaN          NaN          NaN          NaN
      2684   156.8647   111.830  0.029113657  0.000023037  0.935014770  0.035848535  1  1.000000  0.000000   603.2105        NaN  1.380E-01        NaN  0.029113657  0.000023037  0.935014770  0.035848535          NaN          NaN          NaN          NaN
      2685   150.9037    89.318  0.009427225  0.953885093  0.036124512  0.000563169  1  1.000000  0.000000   449.5818        NaN  6.364E-02        NaN  0.009427225  0.953885093  0.036124512  0.000563169          NaN          NaN          NaN          NaN
      2686   133.8676   114.058  0.222205124  0.087791790  0.688149071  0.001854016  1  1.000000  0.000000   513.7818        NaN  8.224E-02        NaN  0.222205124  0.087791790  0.688149071  0.001854016          NaN          NaN          NaN          NaN
      2687   160.9820   112.110  0.343280963  0.151931674  0.240179097  0.264608266  1  1.000000  0.000000   621.8346        NaN  1.589E-01        NaN  0.343280963  0.151931674  0.240179097  0.264608266          NaN          NaN          NaN          NaN
      2688   115.3885   116.699  0.000001087  0.293002738  0.480693250  0.226302925  1  1.000000  0.000000   643.6331        NaN  1.791E-01        NaN  0.000001087  0.293002738  0.480693250  0.226302925          NaN          NaN          NaN          NaN
      2689   128.8973    88.655  0.021136109  0.000000004  0.954930383  0.023933504  1  1.000000  0.000000   613.0705        NaN  1.512E-01        NaN  0.021136109  0.000000004  0.954930383  0.023933504          NaN          NaN          NaN          NaN
      2690   123.3504    98.178  0.520588322  0.117782371  0.334067286  0.027562021  2  0.599006  0.400994   474.6697   117.5064  6.861E-02  1.668E-02  0.398711507  0.128941437  0.434029751  0.038317305  0.830395251  0.089416386  0.079965926  0.000222438
      2691   156.2520    81.346  0.406537695  0.079746108  0.000369291  0.513346906  1  1.000000  0.000000   724.0811        NaN  3.549E-01        NaN  0.406537695  0.079746108  0.000369291  0.513346906          NaN          NaN          NaN          NaN
      2692   148.6045    88.724  0.000819245  0.518571172  0.358065503  0.122544081  1  1.000000  0.000000   613.2950        NaN  1.581E-01        NaN  0.000819245  0.518571172  0.358065503  0.122544081          NaN          NaN          NaN          NaN
      2693   120.3517    90.276  0.031692336  0.000000572  0.089295966  0.879011126  1  1.000000  0.000000   802.9475        NaN  5.722E-01        NaN  0.031692336  0.000000572  0.089295966  0.879011126          NaN          NaN          NaN          NaN
      2694   145.4304    86.298  0.000000000  0.247393422  0.000000260  0.752606317  1  1.000000  0.000000   789.2545        NaN  5.642E-01        NaN  0.000000000  0.247393422  0.000000260  0.752606317          NaN          NaN          NaN          NaN
      2695   151.7735   102.649  0.271654568  0.000169759  0.719611117  0.008564557  1  1.000000  0.000000   534.9061        NaN  9.367E-02        NaN  0.271654568  0.000169759  0.719611117  0.008564557          NaN          NaN          NaN          NaN
      2696   144.1620    90.771  0.767835001  0.032284391  0.060525890  0.139354718  2  0.301138  0.698862   691.7582    94.5027  2.684E-01  1.610E-02  0.389097640  0.044694429  0.149605653  0.416602278  0.957419301  0.026072307  0.015935294  0.000573098
      2697   145.3756   114.030  0.049759089  0.276914944  0.341265795  0.332060172  1  1.000000  0.000000   679.9647        NaN  2.364E-01        NaN  0.049759089  0.276914944  0.341265795  0.332060172          NaN          NaN          NaN          NaN
      2698   118.7975    82.533  0.944593133  0.000000417  0.038797431  0.016609019  2  0.034364  0.965636   676.9792    79.3284  2.398E-01  1.505E-02  0.354232198  0.000000721  0.304832228  0.340934853  0.974440575  0.000000402  0.025347256  0.000211768
      2699   119.9002    92.306  0.001738173  0.000044144  0.533055307  0.465162376  1  1.000000  0.000000   738.3522        NaN  3.585E-01        NaN  0.001738173  0.000044144  0.533055307  0.465162376          NaN          NaN          NaN          NaN
      2700   118.3214   103.744  0.943196019  0.011746311  0.045055630  0.000002040  1  0.000000  1.000000        NaN    81.0203        NaN  1.540E-02          NaN          NaN          NaN          NaN  0.943196019  0.011746311  0.045055630  0.000002040
      2701   158.9104   102.532  0.312923726  0.639715214  0.044112869  0.003248191  1  1.000000  0.000000   332.3122        NaN  3.897E-02        NaN  0.312923726  0.639715214  0.044112869  0.003248191          NaN          NaN          NaN          NaN
      2702   146.6377    69.325  0.068371161  0.026533895  0.556810189  0.348284755  1  1.000000  0.000000   723.1924        NaN  3.455E-01        NaN  0.068371161  0.026533895  0.556810189  0.348284755          NaN          NaN          NaN          NaN
      2703   132.7565    94.383  0.540723693  0.000036998  0.459178884  0.000060425  2  0.742250  0.257750   451.8571   113.1165  6.180E-02  1.660E-02  0.464178898  0.000039388  0.535708877  0.000072837  0.911219800  0.000025426  0.088754427  0.000000347
      2704   114.4478   114.890  0.000044266  0.807130370  0.032334076  0.160491288  1  1.000000  0.000000   557.9229        NaN  1.068E-01        NaN  0.000044266  0.807130370  0.032334076  0.160491288          NaN          NaN          NaN          NaN
      2705   143.2791    78.203  0.250060868  0.407149456  0.306213907  0.036575768  1  1.000000  0.000000   512.0675        NaN  8.618E-02        NaN  0.250060868  0.407149456  0.306213907  0.036575768          NaN          NaN          NaN          NaN
      2706   112.6470    82.782  0.117947314  0.000376196  0.000890815  0.880785676  1  1.000000  0.000000   803.0560        NaN  5.969E-01        NaN  0.117947314  0.000376196  0.000890815  0.880785676          NaN          NaN          NaN          NaN
      2707   136.2542    94.834  0.001490827  0.000801297  0.997707864  0.000000012  1  1.000000  0.000000   603.2286        NaN  1.408E-01        NaN  0.001490827  0.000801297  0.997707864  0.000000012          NaN          NaN          NaN          NaN
      2708   145.8303   104.655  0.000092958  0.346208242  0.072254846  0.581443954  1  1.000000  0.000000   748.5583        NaN  4.060E-01        NaN  0.000092958  0.346208242  0.072254846  0.581443954          NaN          NaN          NaN          NaN
      2709   161.0070    99.912  0.000537432  0.172269859  0.827052840  0.000139869  1  1.000000  0.000000   586.2551        NaN  1.287E-01        NaN  0.000537432  0.172269859  0.827052840  0.000139869          NaN          NaN          NaN          NaN
      2710   156.1711    95.331  0.007964034  0.000980460  0.951486105  0.039569401  1  1.000000  0.000000   621.3387        NaN  1.594E-01        NaN  0.007964034  0.000980460  0.951486105  0.039569401          NaN          NaN          NaN          NaN
      2711   154.3312    98.494  0.000031585  0.368456009  0.127205559  0.504306848  1  1.000000  0.000000   736.8572        NaN  3.781E-01        NaN  0.000031585  0.368456009  0.127205559  0.504306848          NaN          NaN          NaN          NaN
      2712   140.9979   113.138  0.194926776  0.624877555  0.180166437  0.000029233  1  1.000000  0.000000   391.7477        NaN  4.859E-02        NaN  0.194926776  0.624877555  0.180166437  0.000029233          NaN          NaN          NaN          NaN
      2713   159.7991    89.080  0.528255697  0.203650560  0.026561846  0.241531897  2  0.681818  0.318182   657.6066   129.4350  2.128E-01  1.791E-02  0.392960999  0.228536347  0.035507101  0.342995553  0.848438130  0.144756960  0.005392401  0.001412508
      2714   133.9784   108.161  0.000033627  0.997087907  0.000010369  0.002868097  1  1.000000  0.000000   400.2096        NaN  5.072E-02        NaN  0.000033627  0.997087907  0.000010369  0.002868097          NaN          NaN          NaN          NaN
      2715   121.0544    97.659  0.203085561  0.203614574  0.525106183  0.068193681  1  1.000000  0.000000   556.2264        NaN  1.060E-01        NaN  0.203085561  0.203614574  0.525106183  0.068193681          NaN          NaN          NaN          NaN
      2716   144.5237    99.164  0.670492681  0.002427220  0.000320733  0.326759366  2  0.521428  0.478572   739.0183    80.5212  3.796E-01  1.588E-02  0.383719836  0.003008564  0.000553100  0.612718500  0.997511248  0.001764290  0.000055755  0.000668707
      2717   144.6615   108.651  0.273018467  0.596790748  0.130190730  0.000000054  1  1.000000  0.000000   355.3898        NaN  4.227E-02        NaN  0.273018467  0.596790748  0.130190730  0.000000054          NaN          NaN          NaN          NaN
      2718   120.5766    76.300  0.039804056  0.098934075  0.857601433  0.003660437  1  1.000000  0.000000   599.2768        NaN  1.425E-01        NaN  0.039804056  0.098934075  0.857601433  0.003660437          NaN          NaN          NaN          NaN
      2719   162.2396    76.726  0.090656233  0.708959311  0.199933641  0.000450816  1  1.000000  0.000000   494.6348        NaN  8.034E-02        NaN  0.090656233  0.708959311  0.199933641  0.000450816          NaN          NaN          NaN          NaN
      2720   143.3556   100.291  0.227006567  0.471608287  0.301049867  0.000335278  1  1.000000  0.000000   444.9373        NaN  6.081E-02        NaN  0.227006567  0.471608287  0.301049867  0.000335278          NaN          NaN          NaN          NaN
      2721   150.8359    77.923  0.655970552  0.000122461  0.000095023  0.343811965  2  0.591119  0.408881   746.4539    90.7660  4.221E-01  1.591E-02  0.409538886  0.000154079  0.000154341  0.590152693  0.999485743  0.000078385  0.000012337  0.000423535
      2722   158.4188    97.053  0.034213279  0.037765875  0.351806903  0.576213943  1  1.000000  0.000000   758.3592        NaN  4.246E-01        NaN  0.034213279  0.037765875  0.351806903  0.576213943          NaN          NaN          NaN          NaN
      2723   122.3718   105.619  0.000034920  0.055550309  0.491856773  0.452557998  1  1.000000  0.000000   726.7430        NaN  3.237E-01        NaN  0.000034920  0.055550309  0.491856773  0.452557998          NaN          NaN          NaN          NaN
      2724   129.5432    77.869  0.639360881  0.215222631  0.023194082  0.122222405  2  0.321179  0.678821   657.0427   116.7084  2.138E-01  1.654E-02  0.342064549  0.285091117  0.051059360  0.321784975  0.820451487  0.172663995  0.006220647  0.000663870
      2725   156.3716    82.011  0.399498324  0.536682851  0.063816806  0.000002019  1  1.000000  0.000000   336.0144        NaN  3.943E-02        NaN  0.399498324  0.536682851  0.063816806  0.000002019          NaN          NaN          NaN          NaN
      2726   151.2333   112.771  0.036797613  0.000007149  0.961517593  0.001677645  1  1.000000  0.000000   584.6979        NaN  1.227E-01        NaN  0.036797613  0.000007149  0.961517593  0.001677645          NaN          NaN          NaN          NaN
      2727   159.3010    85.380  0.070031569  0.011069509  0.914083447  0.004815475  1  1.000000  0.000000   601.8580        NaN  1.439E-01        NaN  0.070031569  0.011069509  0.914083447  0.004815475          NaN          NaN          NaN          NaN
      2728   148.1951    89.070  0.231486239  0.000004340  0.703595708  0.064913713  1  1.000000  0.000000   589.5833        NaN  1.318E-01        NaN  0.231486239  0.000004340  0.703595708  0.064913713          NaN          NaN          NaN          NaN
      2729   115.6842    69.275  0.000107330  0.007466825  0.118852490  0.873573355  1  1.000000  0.000000   811.9892        NaN  6.326E-01        NaN  0.000107330  0.007466825  0.118852490  0.873573355          NaN          NaN          NaN          NaN
      2730   130.7699    70.803  0.027034703  0.132940120  0.840024533  0.000000645  1  1.000000  0.000000   603.2393        NaN  1.488E-01        NaN  0.027034703  0.132940120  0.840024533  0.000000645          NaN          NaN          NaN          NaN
      2731   154.1749   101.737  0.000010823  0.399099310  0.396590413  0.204299455  1  1.000000  0.000000   648.0212        NaN  1.947E-01        NaN  0.000010823  0.399099310  0.396590413  0.204299455          NaN          NaN          NaN          NaN
      2732   126.1788    70.489  0.140870817  0.001699656  0.125203510  0.732226017  1  1.000000  0.000000   788.9870        NaN  5.637E-01        NaN  0.140870817  0.001699656  0.125203510  0.732226017          NaN          NaN          NaN          NaN
      2733   134.8851    96.282  0.145412326  0.020979180  0.256399991  0.577208503  1  1.000000  0.000000   749.4525        NaN  4.000E-01        NaN  0.145412326  0.020979180  0.256399991  0.577208503          NaN          NaN          NaN          NaN
      2734   115.2206   112.755  0.000136239  0.089284176  0.000000043  0.910579543  1  1.000000  0.000000   796.1179        NaN  5.248E-01        NaN  0.000136239  0.089284176  0.000000043  0.910579543          NaN          NaN          NaN          NaN
      2735   153.6680   107.388  0.907266470  0.037275999  0.055388785  0.000068747  1  0.000000  1.000000        NaN   114.3421        NaN  1.725E-02          NaN          NaN          NaN          NaN  0.907266470  0.037275999  0.055388785  0.000068747
      2736   119.8702    96.281  0.024801400  0.011577814  0.016050861  0.947569925  1  1.000000  0.000000   808.5175        NaN  5.840E-01        NaN  0.024801400  0.011577814  0.016050861  0.947569925          NaN          NaN          NaN          NaN
      2737   126.4574    91.310  0.005152989  0.000022651  0.990905584  0.003918776  1  1.000000  0.000000   605.2664        NaN  1.429E-01        NaN  0.005152989  0.000022651  0.990905584  0.003918776          NaN          NaN          NaN          NaN
      2738   161.6516   111.875  0.004281654  0.000179371  0.995538975  0.000000000  1  1.000000  0.000000   593.8596        NaN  1.304E-01        NaN  0.004281654  0.000179371  0.995538975  0.000000000          NaN          NaN          NaN          NaN
      2739   157.7103   107.129  0.877142497  0.000003355  0.000019185  0.122834963  2  0.204460  0.795540   730.1801    85.2152  3.517E-01  1.635E-02  0.405127906  0.000004881  0.000064567  0.594802646  0.999014877  0.000002961  0.000007467  0.000974695
      2740   121.7131   113.628  0.646682938  0.076812751  0.096498279  0.180006032  2  0.363386  0.636614   670.4075    82.3546  2.177E-01  1.568E-02  0.323363936  0.091267379  0.183809671  0.401559014  0.908135189  0.065124001  0.025893829  0.000846981
      2741   156.7330    96.172  0.108434939  0.103755292  0.411350358  0.376459411  1  1.000000  0.000000   708.2850        NaN  2.985E-01        NaN  0.108434939  0.103755292  0.411350358  0.376459411          NaN          NaN          NaN          NaN
      2742   139.3863    71.722  0.007937097  0.008909962  0.745307006  0.237845934  1  1.000000  0.000000   699.2682        NaN  2.844E-01        NaN  0.007937097  0.008909962  0.745307006  0.237845934          NaN          NaN          NaN          NaN
      2743   130.3958    72.625  0.000641257  0.313227239  0.664871007  0.021260497  1  1.000000  0.000000   598.2729        NaN  1.452E-01        NaN  0.000641257  0.313227239  0.664871007  0.021260497          NaN          NaN          NaN          NaN
      2744   128.6419    94.777  0.023697028  0.729593758  0.000001342  0.246707872  1  1.000000  0.000000   632.1478        NaN  1.774E-01        NaN  0.023697028  0.729593758  0.000001342  0.246707872          NaN          NaN          NaN          NaN
      2745   119.7394    96.498  0.179517650  0.358262691  0.357387211  0.104832448  1  1.000000  0.000000   562.1423        NaN  1.105E-01        NaN  0.179517650  0.358262691  0.357387211  0.104832448          NaN          NaN          NaN          NaN
      2746   157.5185    91.763  0.850497490  0.000046112  0.000017173  0.149439225  2  0.259418  0.740582   737.7086    89.8160  3.845E-01  1.622E-02  0.412806186  0.000069089  0.000052632  0.587072093  0.999287093  0.000038301  0.000005119  0.000669487
      2747   154.9786   102.640  0.244542588  0.003960192  0.635185356  0.116311864  1  1.000000  0.000000   599.8646        NaN  1.379E-01        NaN  0.244542588  0.003960192  0.635185356  0.116311864          NaN          NaN          NaN          NaN
      2748   156.5822    86.679  0.703245742  0.019407641  0.072878729  0.204467889  2  0.466828  0.533172   696.0774   100.9201  2.811E-01  1.648E-02  0.417624847  0.025102639  0.135486730  0.421785783  0.971173794  0.014065421  0.014148992  0.000611794
      2749   116.2909    83.551  0.000066840  0.660380148  0.164618200  0.174934813  1  1.000000  0.000000   620.1764        NaN  1.655E-01        NaN  0.000066840  0.660380148  0.164618200  0.174934813          NaN          NaN          NaN          NaN
      2750   135.0727   109.564  0.242349040  0.055013344  0.027312788  0.675324828  1  1.000000  0.000000   752.9290        NaN  4.084E-01        NaN  0.242349040  0.055013344  0.027312788  0.675324828          NaN          NaN          NaN          NaN
      2751   126.8264    99.134  0.000064984  0.000000000  0.040992370  0.958942646  1  1.000000  0.000000   810.0083        NaN  5.795E-01        NaN  0.000064984  0.000000000  0.040992370  0.958942646          NaN          NaN          NaN          NaN
      2752   153.6598    70.395  0.000076863  0.210460967  0.237341800  0.552120369  1  1.000000  0.000000   765.9236        NaN  4.880E-01        NaN  0.000076863  0.210460967  0.237341800  0.552120369          NaN          NaN          NaN          NaN
      2753   132.4941    82.969  0.000133498  0.221869652  0.636186916  0.141809934  1  1.000000  0.000000   649.2362        NaN  1.987E-01        NaN  0.000133498  0.221869652  0.636186916  0.141809934          NaN          NaN          NaN          NaN
      2754   158.4545    78.492  0.530224231  0.000508592  0.469162191  0.000104986  1  1.000000  0.000000   451.1978        NaN  6.294E-02        NaN  0.530224231  0.000508592  0.469162191  0.000104986          NaN          NaN          NaN          NaN
      2755   120.7755    80.225  0.010798897  0.967186291  0.000615498  0.021399315  1  1.000000  0.000000   465.3835        NaN  6.830E-02        NaN  0.010798897  0.967186291  0.000615498  0.021399315          NaN          NaN          NaN          NaN
      2756   128.5675    86.384  0.374635402  0.199956385  0.226356549  0.199051663  2  0.951965  0.048035   601.6695   113.8268  1.429E-01  1.648E-02  0.358446324  0.202449519  0.233136386  0.205967771  0.839295421  0.128398305  0.031761203  0.000545071
      2757   150.9330    79.898  0.000000003  0.000000003  0.573314297  0.426685697  1  1.000000  0.000000   741.2239        NaN  3.812E-01        NaN  0.000000003  0.000000003  0.573314297  0.426685697          NaN          NaN          NaN          NaN
      2758   125.0855    82.431  0.000227827  0.592590229  0.407178559  0.000003385  1  1.000000  0.000000   536.0201        NaN  9.853E-02        NaN  0.000227827  0.592590229  0.407178559  0.000003385          NaN          NaN          NaN          NaN
      2759   117.6191   103.508  0.011254156  0.000031591  0.960030633  0.028683620  1  1.000000  0.000000   602.6398        NaN  1.369E-01        NaN  0.011254156  0.000031591  0.960030633  0.028683620          NaN          NaN          NaN          NaN
      2760   148.1340   109.346  0.732882426  0.000003159  0.001242797  0.265871618  2  0.421454  0.578546   732.5430    79.5449  3.544E-01  1.609E-02  0.386206114  0.000004021  0.002490289  0.611299576  0.998804775  0.000002497  0.000285893  0.000906835
      2761   117.1613   108.773  0.335451911  0.658987581  0.000000011  0.005560497  1  1.000000  0.000000   236.1965        NaN  2.640E-02        NaN  0.335451911  0.658987581  0.000000011  0.005560497          NaN          NaN          NaN          NaN
      2762   160.9527    86.627  0.652896076  0.018718498  0.328385426  0.000000000  2  0.642078  0.357922   417.5107   151.6612  5.399E-02  1.921E-02  0.558604066  0.020694419  0.420701515  0.000000000  0.889682820  0.013756553  0.096560627  0.000000000
      2763   124.2295    70.549  0.493705463  0.023492650  0.003642863  0.479159024  2  0.769562  0.230438   754.5916    79.2071  4.508E-01  1.497E-02  0.359584397  0.026356190  0.004554230  0.609505183  0.986517460  0.012970910  0.000294153  0.000217478
      2764   159.2966   105.873  0.055572751  0.492753666  0.000020363  0.451653221  1  1.000000  0.000000   710.2608        NaN  3.099E-01        NaN  0.055572751  0.492753666  0.000020363  0.451653221          NaN          NaN          NaN          NaN
      2765   135.6806   113.450  0.795954831  0.061367935  0.002163637  0.140513597  2  0.218727  0.781273   717.0841    80.7137  3.118E-01  1.595E-02  0.347396829  0.081410115  0.006272861  0.564920195  0.943361662  0.054781597  0.000813249  0.001043492
      2766   145.8549    91.717  0.998551113  0.000000011  0.000015217  0.001433660  2  0.001412  0.998588   742.6730    83.1396  3.968E-01  1.583E-02  0.390896433  0.000000019  0.000162716  0.608940832  0.999427812  0.000000011  0.000015004  0.000557173
      2767   115.9405    82.285  0.059035260  0.405890797  0.000000000  0.535073944  1  1.000000  0.000000   742.3537        NaN  4.052E-01        NaN  0.059035260  0.405890797  0.000000000  0.535073944          NaN          NaN          NaN          NaN
      2768   126.5863   106.580  0.922389872  0.000010224  0.076747477  0.000852427  2  0.002610  0.997390   550.8739    96.2639  1.009E-01  1.601E-02  0.386783597  0.000014941  0.496075567  0.117125896  0.924692265  0.000010203  0.074944926  0.000352606
      2769   131.8089    74.528  0.249626004  0.071418790  0.491624346  0.187330860  1  1.000000  0.000000   642.1282        NaN  1.911E-01        NaN  0.249626004  0.071418790  0.491624346  0.187330860          NaN          NaN          NaN          NaN
      2770   116.5514    89.944  0.020193685  0.543994468  0.329728641  0.106083207  1  1.000000  0.000000   588.7391        NaN  1.325E-01        NaN  0.020193685  0.543994468  0.329728641  0.106083207          NaN          NaN          NaN          NaN
      2771   143.3764   101.636  0.208512521  0.025631015  0.679333771  0.086522693  1  1.000000  0.000000   589.9680        NaN  1.292E-01        NaN  0.208512521  0.025631015  0.679333771  0.086522693          NaN          NaN          NaN          NaN
      2772   136.2005    93.080  0.846770694  0.000034957  0.058735021  0.094459328  2  0.188965  0.811035   694.9924    85.1613  2.716E-01  1.571E-02  0.378532668  0.000051623  0.196123173  0.425292536  0.979808632  0.000030221  0.019699669  0.000461477
      2773   156.3493   101.259  0.260212010  0.559603626  0.012230141  0.167954224  1  1.000000  0.000000   548.5679        NaN  1.035E-01        NaN  0.260212010  0.559603626  0.012230141  0.167954224          NaN          NaN          NaN          NaN
      2774   149.1081    88.207  0.027012729  0.504531438  0.001543923  0.466911910  1  1.000000  0.000000   726.9698        NaN  3.633E-01        NaN  0.027012729  0.504531438  0.001543923  0.466911910          NaN          NaN          NaN          NaN
      2775   147.5631    85.382  0.462346985  0.477870814  0.002655642  0.057126558  2  0.462343  0.537657   478.8678   233.0656  7.215E-02  2.628E-02  0.367860407  0.522550717  0.003736480  0.105852397  0.557230173  0.433003367  0.001570268  0.008196192
      2776   128.4992    96.913  0.192565151  0.377683139  0.429645280  0.000106430  1  1.000000  0.000000   484.5573        NaN  7.285E-02        NaN  0.192565151  0.377683139  0.429645280  0.000106430          NaN          NaN          NaN          NaN
      2777   149.8506   109.797  0.019240345  0.980748742  0.000008541  0.000002372  1  1.000000  0.000000   397.9757        NaN  5.046E-02        NaN  0.019240345  0.980748742  0.000008541  0.000002372          NaN          NaN          NaN          NaN
      2778   136.2155    89.795  0.000000106  0.000001395  0.999996954  0.000001545  1  1.000000  0.000000   607.5996        NaN  1.461E-01        NaN  0.000000106  0.000001395  0.999996954  0.000001545          NaN          NaN          NaN          NaN
      2779   131.5192    83.874  0.000000002  0.908254003  0.091745995  0.000000000  1  1.000000  0.000000   466.8146        NaN  6.885E-02        NaN  0.000000002  0.908254003  0.091745995  0.000000000          NaN          NaN          NaN          NaN
      2780   128.3995    82.950  0.957986049  0.041579788  0.000004234  0.000429928  2  0.000062  0.999938   738.1625    82.7550  3.886E-01  1.534E-02  0.352723032  0.075314297  0.000050195  0.571912476  0.958028797  0.041577405  0.000004231  0.000389566
      2781   113.5772    75.537  0.026729013  0.779903273  0.192481251  0.000886463  1  1.000000  0.000000   491.9919        NaN  7.804E-02        NaN  0.026729013  0.779903273  0.192481251  0.000886463          NaN          NaN          NaN          NaN
      2782   155.6499    94.757  0.034589710  0.000033900  0.070436765  0.894939624  1  1.000000  0.000000   806.2159        NaN  5.897E-01        NaN  0.034589710  0.000033900  0.070436765  0.894939624          NaN          NaN          NaN          NaN
      2783   139.2248    73.271  0.043843343  0.116094076  0.840062256  0.000000325  1  1.000000  0.000000   600.7528        NaN  1.461E-01        NaN  0.043843343  0.116094076  0.840062256  0.000000325          NaN          NaN          NaN          NaN
      2784   147.2391    97.212  0.350011926  0.009435115  0.405359201  0.235193758  1  1.000000  0.000000   631.8539        NaN  1.716E-01        NaN  0.350011926  0.009435115  0.405359201  0.235193758          NaN          NaN          NaN          NaN
      2785   130.1630    89.320  0.164146055  0.004276013  0.000500898  0.831077034  1  1.000000  0.000000   793.4406        NaN  5.622E-01        NaN  0.164146055  0.004276013  0.000500898  0.831077034          NaN          NaN          NaN          NaN
      2786   113.3649   112.637  0.449494630  0.251929811  0.298390305  0.000185255  2  0.728742  0.271258   357.9400   151.7292  4.184E-02  1.864E-02  0.400232184  0.260041749  0.339498921  0.000227147  0.655991156  0.217926484  0.126072707  0.000009652
      2787   154.4277    75.986  0.667956744  0.024894996  0.001135624  0.306012636  2  0.563155  0.436845   738.0947    97.3338  3.988E-01  1.616E-02  0.414100774  0.031830948  0.001920633  0.552147646  0.983083597  0.016284978  0.000161146  0.000470280
      2788   125.8047    71.689  0.210862996  0.604441235  0.003597101  0.181098669  1  1.000000  0.000000   590.4957        NaN  1.379E-01        NaN  0.210862996  0.604441235  0.003597101  0.181098669          NaN          NaN          NaN          NaN
      2789   146.7171    94.147  0.205112326  0.586901644  0.160009871  0.047976159  1  1.000000  0.000000   480.0316        NaN  7.230E-02        NaN  0.205112326  0.586901644  0.160009871  0.047976159          NaN          NaN          NaN          NaN
      2790   152.1942   109.947  0.655714262  0.085164693  0.249632162  0.009488883  2  0.399643  0.600357   408.9694   160.8123  5.160E-02  1.993E-02  0.498807916  0.096466353  0.385642520  0.019083211  0.800730602  0.074719446  0.123928360  0.000621592
      2791   121.7225    94.848  0.348999478  0.000000012  0.130026892  0.520973619  2  0.989517  0.010483   721.7031    72.6338  3.291E-01  1.520E-02  0.343650668  0.000000012  0.131014739  0.525334582  0.987502471  0.000000007  0.012104678  0.000392844
      2792   153.9596    87.378  0.000258022  0.336152126  0.159269748  0.504320103  1  1.000000  0.000000   744.3727        NaN  4.078E-01        NaN  0.000258022  0.336152126  0.159269748  0.504320103          NaN          NaN          NaN          NaN
      2793   158.1633    70.511  0.023026146  0.826396925  0.012542107  0.138034822  1  1.000000  0.000000   599.1909        NaN  1.508E-01        NaN  0.023026146  0.826396925  0.012542107  0.138034822          NaN          NaN          NaN          NaN
      2794   133.3159    72.169  0.086890974  0.131840643  0.779148304  0.002120079  1  1.000000  0.000000   590.0034        NaN  1.365E-01        NaN  0.086890974  0.131840643  0.779148304  0.002120079          NaN          NaN          NaN          NaN
      2795   115.9909    91.867  0.051984082  0.936269415  0.011676428  0.000070075  1  1.000000  0.000000   399.5874        NaN  5.045E-02        NaN  0.051984082  0.936269415  0.011676428  0.000070075          NaN          NaN          NaN          NaN
